Tabulated Kremer-Grest potential
Columns are R, F(r)/r and U(r)
Header reads: N_pts, r_min and r_max (r_max is also r_cutoff)
# 10000 0.500000 1.499900
0.636700 -25752.777610 848.906154
0.636800 -25695.299257 847.268178
0.636900 -25637.957179 845.633601
0.637000 -25580.751033 844.002415
0.637100 -25523.680477 842.374613
0.637200 -25466.745168 840.750188
0.637300 -25409.944766 839.129131
0.637400 -25353.278931 837.511436
0.637500 -25296.747324 835.897095
0.637600 -25240.349608 834.286101
0.637700 -25184.085445 832.678446
0.637800 -25127.954500 831.074123
0.637900 -25071.956436 829.473124
0.638000 -25016.090919 827.875443
0.638100 -24960.357617 826.281071
0.638200 -24904.756196 824.690002
0.638300 -24849.286325 823.102228
0.638400 -24793.947673 821.517742
0.638500 -24738.739910 819.936537
0.638600 -24683.662707 818.358605
0.638700 -24628.715736 816.783939
0.638800 -24573.898669 815.212533
0.638900 -24519.211181 813.644378
0.639000 -24464.652944 812.079468
0.639100 -24410.223636 810.517795
0.639200 -24355.922932 808.959353
0.639300 -24301.750509 807.404134
0.639400 -24247.706044 805.852131
0.639500 -24193.789218 804.303337
0.639600 -24139.999709 802.757745
0.639700 -24086.337197 801.215349
0.639800 -24032.801365 799.676140
0.639900 -23979.391894 798.140111
0.640000 -23926.108467 796.607257
0.640100 -23872.950768 795.077569
0.640200 -23819.918483 793.551042
0.640300 -23767.011295 792.027667
0.640400 -23714.228892 790.507438
0.640500 -23661.570961 788.990349
0.640600 -23609.037190 787.476391
0.640700 -23556.627268 785.965559
0.640800 -23504.340885 784.457845
0.640900 -23452.177730 782.953242
0.641000 -23400.137496 781.451745
0.641100 -23348.219874 779.953345
0.641200 -23296.424558 778.458036
0.641300 -23244.751241 776.965811
0.641400 -23193.199617 775.476664
0.641500 -23141.769384 773.990588
0.641600 -23090.460235 772.507575
0.641700 -23039.271869 771.027620
0.641800 -22988.203984 769.550715
0.641900 -22937.256277 768.076854
0.642000 -22886.428449 766.606030
0.642100 -22835.720199 765.138237
0.642200 -22785.131229 763.673467
0.642300 -22734.661241 762.211714
0.642400 -22684.309936 760.752972
0.642500 -22634.077020 759.297234
0.642600 -22583.962194 757.844493
0.642700 -22533.965166 756.394743
0.642800 -22484.085639 754.947977
0.642900 -22434.323322 753.504189
0.643000 -22384.677920 752.063372
0.643100 -22335.149143 750.625520
0.643200 -22285.736700 749.190625
0.643300 -22236.440298 747.758683
0.643400 -22187.259650 746.329685
0.643500 -22138.194466 744.903626
0.643600 -22089.244459 743.480499
0.643700 -22040.409340 742.060298
0.643800 -21991.688823 740.643017
0.643900 -21943.082623 739.228649
0.644000 -21894.590455 737.817187
0.644100 -21846.212033 736.408625
0.644200 -21797.947076 735.002958
0.644300 -21749.795299 733.600178
0.644400 -21701.756421 732.200279
0.644500 -21653.830160 730.803255
0.644600 -21606.016236 729.409100
0.644700 -21558.314370 728.017808
0.644800 -21510.724281 726.629371
0.644900 -21463.245692 725.243785
0.645000 -21415.878325 723.861042
0.645100 -21368.621904 722.481137
0.645200 -21321.476152 721.104062
0.645300 -21274.440793 719.729813
0.645400 -21227.515553 718.358383
0.645500 -21180.700158 716.989766
0.645600 -21133.994335 715.623955
0.645700 -21087.397812 714.260944
0.645800 -21040.910316 712.900728
0.645900 -20994.531576 711.543300
0.646000 -20948.261322 710.188654
0.646100 -20902.099285 708.836785
0.646200 -20856.045195 707.487685
0.646300 -20810.098784 706.141350
0.646400 -20764.259785 704.797772
0.646500 -20718.527931 703.456946
0.646600 -20672.902956 702.118866
0.646700 -20627.384594 700.783526
0.646800 -20581.972580 699.450920
0.646900 -20536.666651 698.121042
0.647000 -20491.466543 696.793886
0.647100 -20446.371994 695.469447
0.647200 -20401.382742 694.147717
0.647300 -20356.498525 692.828692
0.647400 -20311.719082 691.512365
0.647500 -20267.044155 690.198730
0.647600 -20222.473484 688.887782
0.647700 -20178.006809 687.579515
0.647800 -20133.643874 686.273923
0.647900 -20089.384422 684.971000
0.648000 -20045.228195 683.670741
0.648100 -20001.174938 682.373139
0.648200 -19957.224395 681.078189
0.648300 -19913.376314 679.785884
0.648400 -19869.630438 678.496220
0.648500 -19825.986516 677.209191
0.648600 -19782.444295 675.924790
0.648700 -19739.003523 674.643012
0.648800 -19695.663949 673.363851
0.648900 -19652.425323 672.087303
0.649000 -19609.287394 670.813360
0.649100 -19566.249914 669.542017
0.649200 -19523.312633 668.273269
0.649300 -19480.475305 667.007110
0.649400 -19437.737682 665.743535
0.649500 -19395.099517 664.482537
0.649600 -19352.560564 663.224111
0.649700 -19310.120579 661.968252
0.649800 -19267.779316 660.714954
0.649900 -19225.536531 659.464212
0.650000 -19183.391981 658.216019
0.650100 -19141.345424 656.970371
0.650200 -19099.396618 655.727261
0.650300 -19057.545320 654.486685
0.650400 -19015.791290 653.248637
0.650500 -18974.134288 652.013111
0.650600 -18932.574074 650.780102
0.650700 -18891.110410 649.549604
0.650800 -18849.743057 648.321613
0.650900 -18808.471777 647.096122
0.651000 -18767.296334 645.873126
0.651100 -18726.216491 644.652620
0.651200 -18685.232011 643.434598
0.651300 -18644.342661 642.219055
0.651400 -18603.548205 641.005986
0.651500 -18562.848409 639.795385
0.651600 -18522.243040 638.587247
0.651700 -18481.731866 637.381566
0.651800 -18441.314653 636.178338
0.651900 -18400.991171 634.977557
0.652000 -18360.761189 633.779217
0.652100 -18320.624475 632.583313
0.652200 -18280.580802 631.389841
0.652300 -18240.629939 630.198794
0.652400 -18200.771657 629.010168
0.652500 -18161.005730 627.823958
0.652600 -18121.331929 626.640157
0.652700 -18081.750028 625.458761
0.652800 -18042.259801 624.279765
0.652900 -18002.861022 623.103164
0.653000 -17963.553466 621.928952
0.653100 -17924.336909 620.757124
0.653200 -17885.211127 619.587675
0.653300 -17846.175896 618.420600
0.653400 -17807.230995 617.255894
0.653500 -17768.376201 616.093551
0.653600 -17729.611292 614.933567
0.653700 -17690.936048 613.775936
0.653800 -17652.350248 612.620654
0.653900 -17613.853673 611.467715
0.654000 -17575.446104 610.317114
0.654100 -17537.127321 609.168846
0.654200 -17498.897107 608.022907
0.654300 -17460.755244 606.879291
0.654400 -17422.701515 605.737993
0.654500 -17384.735705 604.599008
0.654600 -17346.857597 603.462331
0.654700 -17309.066976 602.327957
0.654800 -17271.363627 601.195881
0.654900 -17233.747336 600.066099
0.655000 -17196.217891 598.938605
0.655100 -17158.775077 597.813395
0.655200 -17121.418682 596.690463
0.655300 -17084.148495 595.569804
0.655400 -17046.964304 594.451414
0.655500 -17009.865898 593.335288
0.655600 -16972.853067 592.221421
0.655700 -16935.925602 591.109807
0.655800 -16899.083293 590.000443
0.655900 -16862.325932 588.893324
0.656000 -16825.653310 587.788443
0.656100 -16789.065220 586.685798
0.656200 -16752.561455 585.585382
0.656300 -16716.141809 584.487192
0.656400 -16679.806076 583.391221
0.656500 -16643.554050 582.297467
0.656600 -16607.385527 581.205923
0.656700 -16571.300302 580.116585
0.656800 -16535.298171 579.029448
0.656900 -16499.378932 577.944508
0.657000 -16463.542381 576.861760
0.657100 -16427.788316 575.781199
0.657200 -16392.116536 574.702820
0.657300 -16356.526839 573.626619
0.657400 -16321.019025 572.552591
0.657500 -16285.592894 571.480731
0.657600 -16250.248246 570.411035
0.657700 -16214.984882 569.343499
0.657800 -16179.802604 568.278116
0.657900 -16144.701213 567.214884
0.658000 -16109.680512 566.153797
0.658100 -16074.740304 565.094850
0.658200 -16039.880392 564.038039
0.658300 -16005.100580 562.983360
0.658400 -15970.400674 561.930808
0.658500 -15935.780477 560.880378
0.658600 -15901.239796 559.832065
0.658700 -15866.778436 558.785866
0.658800 -15832.396204 557.741776
0.658900 -15798.092907 556.699790
0.659000 -15763.868353 555.659903
0.659100 -15729.722349 554.622112
0.659200 -15695.654704 553.586411
0.659300 -15661.665227 552.552797
0.659400 -15627.753728 551.521264
0.659500 -15593.920016 550.491809
0.659600 -15560.163902 549.464426
0.659700 -15526.485197 548.439112
0.659800 -15492.883713 547.415862
0.659900 -15459.359261 546.394671
0.660000 -15425.911654 545.375535
0.660100 -15392.540704 544.358451
0.660200 -15359.246226 543.343412
0.660300 -15326.028033 542.330416
0.660400 -15292.885939 541.319457
0.660500 -15259.819759 540.310531
0.660600 -15226.829309 539.303635
0.660700 -15193.914404 538.298763
0.660800 -15161.074861 537.295911
0.660900 -15128.310496 536.295075
0.661000 -15095.621127 535.296251
0.661100 -15063.006571 534.299434
0.661200 -15030.466646 533.304620
0.661300 -14998.001171 532.311805
0.661400 -14965.609966 531.320984
0.661500 -14933.292849 530.332154
0.661600 -14901.049641 529.345310
0.661700 -14868.880162 528.360447
0.661800 -14836.784233 527.377562
0.661900 -14804.761676 526.396650
0.662000 -14772.812312 525.417708
0.662100 -14740.935964 524.440730
0.662200 -14709.132454 523.465713
0.662300 -14677.401607 522.492653
0.662400 -14645.743244 521.521544
0.662500 -14614.157191 520.552385
0.662600 -14582.643273 519.585169
0.662700 -14551.201314 518.619893
0.662800 -14519.831139 517.656552
0.662900 -14488.532575 516.695144
0.663000 -14457.305449 515.735663
0.663100 -14426.149586 514.778105
0.663200 -14395.064814 513.822467
0.663300 -14364.050962 512.868744
0.663400 -14333.107856 511.916932
0.663500 -14302.235327 510.967027
0.663600 -14271.433202 510.019025
0.663700 -14240.701311 509.072922
0.663800 -14210.039485 508.128714
0.663900 -14179.447554 507.186398
0.664000 -14148.925347 506.245967
0.664100 -14118.472698 505.307420
0.664200 -14088.089436 504.370752
0.664300 -14057.775395 503.435958
0.664400 -14027.530408 502.503036
0.664500 -13997.354306 501.571980
0.664600 -13967.246923 500.642787
0.664700 -13937.208093 499.715454
0.664800 -13907.237651 498.789975
0.664900 -13877.335431 497.866347
0.665000 -13847.501268 496.944567
0.665100 -13817.734997 496.024630
0.665200 -13788.036456 495.106532
0.665300 -13758.405479 494.190269
0.665400 -13728.841903 493.275838
0.665500 -13699.345567 492.363235
0.665600 -13669.916307 491.452456
0.665700 -13640.553962 490.543496
0.665800 -13611.258370 489.636352
0.665900 -13582.029369 488.731021
0.666000 -13552.866800 487.827498
0.666100 -13523.770501 486.925779
0.666200 -13494.740314 486.025861
0.666300 -13465.776077 485.127740
0.666400 -13436.877633 484.231411
0.666500 -13408.044823 483.336873
0.666600 -13379.277487 482.444119
0.666700 -13350.575469 481.553147
0.666800 -13321.938611 480.663953
0.666900 -13293.366756 479.776534
0.667000 -13264.859747 478.890884
0.667100 -13236.417428 478.007001
0.667200 -13208.039644 477.124881
0.667300 -13179.726237 476.244520
0.667400 -13151.477054 475.365915
0.667500 -13123.291940 474.489061
0.667600 -13095.170740 473.613956
0.667700 -13067.113301 472.740594
0.667800 -13039.119470 471.868973
0.667900 -13011.189092 470.999089
0.668000 -12983.322015 470.130939
0.668100 -12955.518088 469.264517
0.668200 -12927.777157 468.399822
0.668300 -12900.099072 467.536849
0.668400 -12872.483681 466.675595
0.668500 -12844.930834 465.816056
0.668600 -12817.440380 464.958228
0.668700 -12790.012169 464.102108
0.668800 -12762.646051 463.247692
0.668900 -12735.341878 462.394976
0.669000 -12708.099500 461.543958
0.669100 -12680.918769 460.694632
0.669200 -12653.799536 459.846997
0.669300 -12626.741655 459.001048
0.669400 -12599.744977 458.156781
0.669500 -12572.809356 457.314194
0.669600 -12545.934645 456.473282
0.669700 -12519.120698 455.634042
0.669800 -12492.367369 454.796471
0.669900 -12465.674512 453.960565
0.670000 -12439.041983 453.126320
0.670100 -12412.469636 452.293733
0.670200 -12385.957328 451.462801
0.670300 -12359.504913 450.633520
0.670400 -12333.112249 449.805886
0.670500 -12306.779193 448.979896
0.670600 -12280.505600 448.155547
0.670700 -12254.291330 447.332834
0.670800 -12228.136239 446.511756
0.670900 -12202.040186 445.692308
0.671000 -12176.003029 444.874486
0.671100 -12150.024627 444.058288
0.671200 -12124.104839 443.243710
0.671300 -12098.243526 442.430748
0.671400 -12072.440546 441.619400
0.671500 -12046.695760 440.809661
0.671600 -12021.009030 440.001528
0.671700 -11995.380215 439.194999
0.671800 -11969.809178 438.390069
0.671900 -11944.295779 437.586735
0.672000 -11918.839882 436.784995
0.672100 -11893.441348 435.984843
0.672200 -11868.100041 435.186278
0.672300 -11842.815822 434.389296
0.672400 -11817.588557 433.593893
0.672500 -11792.418108 432.800067
0.672600 -11767.304340 432.007813
0.672700 -11742.247118 431.217129
0.672800 -11717.246305 430.428011
0.672900 -11692.301768 429.640456
0.673000 -11667.413372 428.854461
0.673100 -11642.580982 428.070022
0.673200 -11617.804466 427.287137
0.673300 -11593.083689 426.505801
0.673400 -11568.418518 425.726012
0.673500 -11543.808821 424.947767
0.673600 -11519.254465 424.171061
0.673700 -11494.755318 423.395893
0.673800 -11470.311249 422.622258
0.673900 -11445.922125 421.850153
0.674000 -11421.587816 421.079576
0.674100 -11397.308191 420.310523
0.674200 -11373.083119 419.542991
0.674300 -11348.912471 418.776977
0.674400 -11324.796116 418.012477
0.674500 -11300.733926 417.249488
0.674600 -11276.725770 416.488008
0.674700 -11252.771521 415.728033
0.674800 -11228.871049 414.969559
0.674900 -11205.024227 414.212584
0.675000 -11181.230927 413.457105
0.675100 -11157.491021 412.703118
0.675200 -11133.804382 411.950620
0.675300 -11110.170883 411.199609
0.675400 -11086.590398 410.450081
0.675500 -11063.062800 409.702032
0.675600 -11039.587964 408.955461
0.675700 -11016.165763 408.210363
0.675800 -10992.796073 407.466736
0.675900 -10969.478769 406.724577
0.676000 -10946.213726 405.983882
0.676100 -10923.000820 405.244649
0.676200 -10899.839926 404.506874
0.676300 -10876.730921 403.770554
0.676400 -10853.673682 403.035687
0.676500 -10830.668085 402.302270
0.676600 -10807.714008 401.570298
0.676700 -10784.811328 400.839770
0.676800 -10761.959924 400.110682
0.676900 -10739.159672 399.383031
0.677000 -10716.410453 398.656814
0.677100 -10693.712143 397.932029
0.677200 -10671.064624 397.208672
0.677300 -10648.467773 396.486740
0.677400 -10625.921471 395.766230
0.677500 -10603.425598 395.047140
0.677600 -10580.980033 394.329466
0.677700 -10558.584658 393.613206
0.677800 -10536.239354 392.898355
0.677900 -10513.944001 392.184913
0.678000 -10491.698481 391.472875
0.678100 -10469.502675 390.762239
0.678200 -10447.356467 390.053001
0.678300 -10425.259738 389.345159
0.678400 -10403.212371 388.638710
0.678500 -10381.214249 387.933651
0.678600 -10359.265255 387.229979
0.678700 -10337.365272 386.527692
0.678800 -10315.514186 385.826786
0.678900 -10293.711879 385.127258
0.679000 -10271.958236 384.429105
0.679100 -10250.253142 383.732326
0.679200 -10228.596482 383.036916
0.679300 -10206.988141 382.342873
0.679400 -10185.428005 381.650195
0.679500 -10163.915959 380.958877
0.679600 -10142.451890 380.268918
0.679700 -10121.035685 379.580315
0.679800 -10099.667229 378.893065
0.679900 -10078.346410 378.207164
0.680000 -10057.073116 377.522611
0.680100 -10035.847234 376.839402
0.680200 -10014.668651 376.157535
0.680300 -9993.537256 375.477007
0.680400 -9972.452937 374.797815
0.680500 -9951.415583 374.119956
0.680600 -9930.425083 373.443427
0.680700 -9909.481327 372.768226
0.680800 -9888.584203 372.094350
0.680900 -9867.733602 371.421796
0.681000 -9846.929413 370.750562
0.681100 -9826.171527 370.080645
0.681200 -9805.459835 369.412041
0.681300 -9784.794228 368.744749
0.681400 -9764.174596 368.078765
0.681500 -9743.600831 367.414087
0.681600 -9723.072826 366.750712
0.681700 -9702.590471 366.088638
0.681800 -9682.153659 365.427861
0.681900 -9661.762283 364.768379
0.682000 -9641.416236 364.110190
0.682100 -9621.115410 363.453290
0.682200 -9600.859699 362.797677
0.682300 -9580.648997 362.143349
0.682400 -9560.483197 361.490302
0.682500 -9540.362194 360.838534
0.682600 -9520.285881 360.188043
0.682700 -9500.254154 359.538825
0.682800 -9480.266908 358.890878
0.682900 -9460.324038 358.244199
0.683000 -9440.425439 357.598787
0.683100 -9420.571006 356.954637
0.683200 -9400.760637 356.311748
0.683300 -9380.994226 355.670117
0.683400 -9361.271672 355.029742
0.683500 -9341.592869 354.390619
0.683600 -9321.957716 353.752746
0.683700 -9302.366110 353.116121
0.683800 -9282.817948 352.480740
0.683900 -9263.313127 351.846603
0.684000 -9243.851547 351.213704
0.684100 -9224.433105 350.582044
0.684200 -9205.057700 349.951618
0.684300 -9185.725230 349.322424
0.684400 -9166.435595 348.694459
0.684500 -9147.188694 348.067722
0.684600 -9127.984427 347.442209
0.684700 -9108.822692 346.817918
0.684800 -9089.703392 346.194847
0.684900 -9070.626424 345.572992
0.685000 -9051.591691 344.952352
0.685100 -9032.599093 344.332924
0.685200 -9013.648531 343.714706
0.685300 -8994.739906 343.097694
0.685400 -8975.873119 342.481887
0.685500 -8957.048074 341.867281
0.685600 -8938.264671 341.253875
0.685700 -8919.522813 340.641666
0.685800 -8900.822402 340.030652
0.685900 -8882.163341 339.420830
0.686000 -8863.545534 338.812197
0.686100 -8844.968883 338.204751
0.686200 -8826.433291 337.598490
0.686300 -8807.938664 336.993411
0.686400 -8789.484903 336.389513
0.686500 -8771.071914 335.786791
0.686600 -8752.699602 335.185244
0.686700 -8734.367870 334.584870
0.686800 -8716.076624 333.985666
0.686900 -8697.825768 333.387630
0.687000 -8679.615209 332.790759
0.687100 -8661.444852 332.195051
0.687200 -8643.314602 331.600503
0.687300 -8625.224366 331.007114
0.687400 -8607.174049 330.414880
0.687500 -8589.163560 329.823799
0.687600 -8571.192803 329.233870
0.687700 -8553.261687 328.645089
0.687800 -8535.370119 328.057454
0.687900 -8517.518005 327.470963
0.688000 -8499.705255 326.885614
0.688100 -8481.931775 326.301404
0.688200 -8464.197473 325.718331
0.688300 -8446.502259 325.136392
0.688400 -8428.846041 324.555585
0.688500 -8411.228727 323.975908
0.688600 -8393.650226 323.397359
0.688700 -8376.110449 322.819935
0.688800 -8358.609304 322.243634
0.688900 -8341.146702 321.668453
0.689000 -8323.722551 321.094390
0.689100 -8306.336763 320.521444
0.689200 -8288.989247 319.949611
0.689300 -8271.679915 319.378890
0.689400 -8254.408677 318.809277
0.689500 -8237.175444 318.240772
0.689600 -8219.980128 317.673371
0.689700 -8202.822640 317.107072
0.689800 -8185.702891 316.541873
0.689900 -8168.620794 315.977773
0.690000 -8151.576261 315.414767
0.690100 -8134.569204 314.852855
0.690200 -8117.599536 314.292034
0.690300 -8100.667169 313.732302
0.690400 -8083.772017 313.173656
0.690500 -8066.913993 312.616094
0.690600 -8050.093011 312.059615
0.690700 -8033.308983 311.504215
0.690800 -8016.561824 310.949894
0.690900 -7999.851448 310.396647
0.691000 -7983.177769 309.844474
0.691100 -7966.540702 309.293372
0.691200 -7949.940162 308.743339
0.691300 -7933.376062 308.194372
0.691400 -7916.848320 307.646470
0.691500 -7900.356849 307.099631
0.691600 -7883.901566 306.553851
0.691700 -7867.482386 306.009129
0.691800 -7851.099225 305.465463
0.691900 -7834.752000 304.922851
0.692000 -7818.440626 304.381290
0.692100 -7802.165021 303.840779
0.692200 -7785.925101 303.301315
0.692300 -7769.720784 302.762896
0.692400 -7753.551985 302.225519
0.692500 -7737.418624 301.689184
0.692600 -7721.320617 301.153887
0.692700 -7705.257882 300.619626
0.692800 -7689.230338 300.086400
0.692900 -7673.237902 299.554207
0.693000 -7657.280493 299.023043
0.693100 -7641.358030 298.492908
0.693200 -7625.470431 297.963798
0.693300 -7609.617615 297.435712
0.693400 -7593.799503 296.908648
0.693500 -7578.016012 296.382604
0.693600 -7562.267063 295.857578
0.693700 -7546.552576 295.333567
0.693800 -7530.872470 294.810569
0.693900 -7515.226666 294.288583
0.694000 -7499.615084 293.767606
0.694100 -7484.037645 293.247636
0.694200 -7468.494270 292.728672
0.694300 -7452.984879 292.210710
0.694400 -7437.509394 291.693750
0.694500 -7422.067736 291.177789
0.694600 -7406.659828 290.662825
0.694700 -7391.285589 290.148856
0.694800 -7375.944943 289.635880
0.694900 -7360.637812 289.123895
0.695000 -7345.364118 288.612898
0.695100 -7330.123783 288.102889
0.695200 -7314.916730 287.593864
0.695300 -7299.742883 287.085823
0.695400 -7284.602164 286.578762
0.695500 -7269.494497 286.072680
0.695600 -7254.419804 285.567576
0.695700 -7239.378011 285.063446
0.695800 -7224.369040 284.560288
0.695900 -7209.392815 284.058102
0.696000 -7194.449262 283.556885
0.696100 -7179.538304 283.056635
0.696200 -7164.659865 282.557350
0.696300 -7149.813872 282.059028
0.696400 -7135.000247 281.561667
0.696500 -7120.218918 281.065265
0.696600 -7105.469809 280.569820
0.696700 -7090.752845 280.075331
0.696800 -7076.067953 279.581795
0.696900 -7061.415058 279.089210
0.697000 -7046.794086 278.597575
0.697100 -7032.204964 278.106887
0.697200 -7017.647618 277.617145
0.697300 -7003.121974 277.128346
0.697400 -6988.627960 276.640489
0.697500 -6974.165502 276.153572
0.697600 -6959.734527 275.667593
0.697700 -6945.334963 275.182550
0.697800 -6930.966738 274.698441
0.697900 -6916.629778 274.215264
0.698000 -6902.324013 273.733018
0.698100 -6888.049369 273.251700
0.698200 -6873.805775 272.771309
0.698300 -6859.593159 272.291842
0.698400 -6845.411451 271.813298
0.698500 -6831.260578 271.335675
0.698600 -6817.140470 270.858971
0.698700 -6803.051055 270.383184
0.698800 -6788.992264 269.908312
0.698900 -6774.964024 269.434354
0.699000 -6760.966267 268.961308
0.699100 -6746.998921 268.489171
0.699200 -6733.061917 268.017942
0.699300 -6719.155185 267.547620
0.699400 -6705.278655 267.078201
0.699500 -6691.432258 266.609685
0.699600 -6677.615923 266.142070
0.699700 -6663.829582 265.675353
0.699800 -6650.073167 265.209534
0.699900 -6636.346607 264.744609
0.700000 -6622.649835 264.280578
0.700100 -6608.982781 263.817438
0.700200 -6595.345377 263.355188
0.700300 -6581.737556 262.893826
0.700400 -6568.159249 262.433350
0.700500 -6554.610388 261.973758
0.700600 -6541.090906 261.515049
0.700700 -6527.600735 261.057221
0.700800 -6514.139807 260.600271
0.700900 -6500.708056 260.144199
0.701000 -6487.305414 259.689002
0.701100 -6473.931815 259.234679
0.701200 -6460.587191 258.781227
0.701300 -6447.271477 258.328646
0.701400 -6433.984605 257.876933
0.701500 -6420.726510 257.426086
0.701600 -6407.497125 256.976105
0.701700 -6394.296385 256.526987
0.701800 -6381.124223 256.078729
0.701900 -6367.980575 255.631332
0.702000 -6354.865375 255.184792
0.702100 -6341.778557 254.739109
0.702200 -6328.720056 254.294280
0.702300 -6315.689808 253.850303
0.702400 -6302.687747 253.407178
0.702500 -6289.713809 252.964902
0.702600 -6276.767930 252.523473
0.702700 -6263.850045 252.082890
0.702800 -6250.960090 251.643152
0.702900 -6238.098000 251.204255
0.703000 -6225.263713 250.766200
0.703100 -6212.457164 250.328983
0.703200 -6199.678290 249.892604
0.703300 -6186.927027 249.457061
0.703400 -6174.203312 249.022351
0.703500 -6161.507083 248.588474
0.703600 -6148.838275 248.155427
0.703700 -6136.196827 247.723209
0.703800 -6123.582675 247.291819
0.703900 -6110.995758 246.861254
0.704000 -6098.436012 246.431513
0.704100 -6085.903376 246.002594
0.704200 -6073.397788 245.574496
0.704300 -6060.919185 245.147216
0.704400 -6048.467507 244.720755
0.704500 -6036.042690 244.295108
0.704600 -6023.644675 243.870276
0.704700 -6011.273400 243.446256
0.704800 -5998.928803 243.023047
0.704900 -5986.610824 242.600647
0.705000 -5974.319401 242.179055
0.705100 -5962.054475 241.758268
0.705200 -5949.815984 241.338286
0.705300 -5937.603868 240.919106
0.705400 -5925.418067 240.500728
0.705500 -5913.258520 240.083148
0.705600 -5901.125169 239.666367
0.705700 -5889.017952 239.250382
0.705800 -5876.936811 238.835191
0.705900 -5864.881685 238.420793
0.706000 -5852.852516 238.007187
0.706100 -5840.849244 237.594370
0.706200 -5828.871810 237.182342
0.706300 -5816.920155 236.771101
0.706400 -5804.994220 236.360644
0.706500 -5793.093947 235.950971
0.706600 -5781.219277 235.542080
0.706700 -5769.370151 235.133969
0.706800 -5757.546512 234.726637
0.706900 -5745.748302 234.320082
0.707000 -5733.975461 233.914303
0.707100 -5722.227934 233.509298
0.707200 -5710.505661 233.105066
0.707300 -5698.808585 232.701604
0.707400 -5687.136649 232.298912
0.707500 -5675.489796 231.896988
0.707600 -5663.867968 231.495830
0.707700 -5652.271109 231.095438
0.707800 -5640.699161 230.695808
0.707900 -5629.152069 230.296940
0.708000 -5617.629774 229.898833
0.708100 -5606.132222 229.501484
0.708200 -5594.659355 229.104892
0.708300 -5583.211117 228.709056
0.708400 -5571.787453 228.313974
0.708500 -5560.388306 227.919645
0.708600 -5549.013621 227.526067
0.708700 -5537.663342 227.133239
0.708800 -5526.337413 226.741159
0.708900 -5515.035780 226.349826
0.709000 -5503.758386 225.959237
0.709100 -5492.505178 225.569393
0.709200 -5481.276099 225.180290
0.709300 -5470.071095 224.791928
0.709400 -5458.890111 224.404306
0.709500 -5447.733094 224.017421
0.709600 -5436.599987 223.631273
0.709700 -5425.490738 223.245859
0.709800 -5414.405291 222.861178
0.709900 -5403.343593 222.477230
0.710000 -5392.305590 222.094012
0.710100 -5381.291228 221.711522
0.710200 -5370.300453 221.329761
0.710300 -5359.333213 220.948725
0.710400 -5348.389452 220.568414
0.710500 -5337.469119 220.188826
0.710600 -5326.572160 219.809959
0.710700 -5315.698522 219.431813
0.710800 -5304.848151 219.054386
0.710900 -5294.020997 218.677676
0.711000 -5283.217005 218.301682
0.711100 -5272.436123 217.926403
0.711200 -5261.678299 217.551836
0.711300 -5250.943480 217.177982
0.711400 -5240.231615 216.804837
0.711500 -5229.542651 216.432401
0.711600 -5218.876537 216.060673
0.711700 -5208.233220 215.689651
0.711800 -5197.612650 215.319333
0.711900 -5187.014774 214.949719
0.712000 -5176.439541 214.580806
0.712100 -5165.886900 214.212594
0.712200 -5155.356800 213.845080
0.712300 -5144.849190 213.478265
0.712400 -5134.364019 213.112145
0.712500 -5123.901236 212.746721
0.712600 -5113.460790 212.381989
0.712700 -5103.042631 212.017950
0.712800 -5092.646708 211.654602
0.712900 -5082.272972 211.291942
0.713000 -5071.921372 210.929971
0.713100 -5061.591857 210.568686
0.713200 -5051.284379 210.208087
0.713300 -5040.998887 209.848171
0.713400 -5030.735332 209.488938
0.713500 -5020.493663 209.130386
0.713600 -5010.273832 208.772514
0.713700 -5000.075789 208.415320
0.713800 -4989.899485 208.058803
0.713900 -4979.744871 207.702962
0.714000 -4969.611897 207.347795
0.714100 -4959.500516 206.993301
0.714200 -4949.410678 206.639479
0.714300 -4939.342334 206.286327
0.714400 -4929.295437 205.933844
0.714500 -4919.269937 205.582029
0.714600 -4909.265786 205.230881
0.714700 -4899.282937 204.880397
0.714800 -4889.321341 204.530577
0.714900 -4879.380950 204.181420
0.715000 -4869.461717 203.832923
0.715100 -4859.563593 203.485087
0.715200 -4849.686531 203.137909
0.715300 -4839.830484 202.791388
0.715400 -4829.995404 202.445522
0.715500 -4820.181244 202.100312
0.715600 -4810.387957 201.755755
0.715700 -4800.615496 201.411849
0.715800 -4790.863813 201.068594
0.715900 -4781.132862 200.725989
0.716000 -4771.422597 200.384032
0.716100 -4761.732971 200.042721
0.716200 -4752.063937 199.702056
0.716300 -4742.415449 199.362036
0.716400 -4732.787460 199.022658
0.716500 -4723.179925 198.683922
0.716600 -4713.592797 198.345826
0.716700 -4704.026031 198.008370
0.716800 -4694.479581 197.671551
0.716900 -4684.953401 197.335369
0.717000 -4675.447445 196.999823
0.717100 -4665.961668 196.664910
0.717200 -4656.496025 196.330630
0.717300 -4647.050470 195.996982
0.717400 -4637.624958 195.663965
0.717500 -4628.219444 195.331576
0.717600 -4618.833883 194.999815
0.717700 -4609.468231 194.668681
0.717800 -4600.122442 194.338172
0.717900 -4590.796472 194.008287
0.718000 -4581.490276 193.679025
0.718100 -4572.203811 193.350385
0.718200 -4562.937031 193.022365
0.718300 -4553.689892 192.694965
0.718400 -4544.462351 192.368182
