Tabulated Kremer-Grest potential
Columns are R, F(r)/r and U(r)
Header reads: N_pts, r_min and r_max (r_max is also r_cutoff)
# 10000 0.500000 1.499900
0.987400 22.177649 20.509562
0.987500 22.245555 20.511755
0.987600 22.313361 20.513955
0.987700 22.381067 20.516162
0.987800 22.448672 20.518376
0.987900 22.516178 20.520597
0.988000 22.583584 20.522825
0.988100 22.650891 20.525060
0.988200 22.718099 20.527301
0.988300 22.785208 20.529550
0.988400 22.852217 20.531805
0.988500 22.919128 20.534067
0.988600 22.985941 20.536336
0.988700 23.052655 20.538612
0.988800 23.119271 20.540895
0.988900 23.185790 20.543184
0.989000 23.252210 20.545480
0.989100 23.318533 20.547783
0.989200 23.384758 20.550093
0.989300 23.450886 20.552410
0.989400 23.516917 20.554733
0.989500 23.582851 20.557063
0.989600 23.648689 20.559400
0.989700 23.714429 20.561744
0.989800 23.780074 20.564094
0.989900 23.845622 20.566451
0.990000 23.911074 20.568815
0.990100 23.976430 20.571186
0.990200 24.041691 20.573563
0.990300 24.106856 20.575947
0.990400 24.171926 20.578338
0.990500 24.236901 20.580735
0.990600 24.301780 20.583139
0.990700 24.366565 20.585550
0.990800 24.431255 20.587967
0.990900 24.495851 20.590391
0.991000 24.560352 20.592822
0.991100 24.624760 20.595259
0.991200 24.689073 20.597703
0.991300 24.753292 20.600153
0.991400 24.817418 20.602610
0.991500 24.881451 20.605074
0.991600 24.945390 20.607544
0.991700 25.009236 20.610021
0.991800 25.072989 20.612505
0.991900 25.136649 20.614995
0.992000 25.200217 20.617491
0.992100 25.263692 20.619994
0.992200 25.327075 20.622504
0.992300 25.390366 20.625020
0.992400 25.453565 20.627543
0.992500 25.516673 20.630072
0.992600 25.579688 20.632608
0.992700 25.642612 20.635150
0.992800 25.705445 20.637699
0.992900 25.768187 20.640254
0.993000 25.830838 20.642816
0.993100 25.893398 20.645384
0.993200 25.955868 20.647959
0.993300 26.018247 20.650540
0.993400 26.080535 20.653128
0.993500 26.142734 20.655722
0.993600 26.204843 20.658322
0.993700 26.266862 20.660929
0.993800 26.328791 20.663543
0.993900 26.390631 20.666163
0.994000 26.452381 20.668789
0.994100 26.514043 20.671421
0.994200 26.575615 20.674060
0.994300 26.637099 20.676706
0.994400 26.698494 20.679357
0.994500 26.759800 20.682015
0.994600 26.821019 20.684680
0.994700 26.882149 20.687351
0.994800 26.943191 20.690028
0.994900 27.004145 20.692711
0.995000 27.065011 20.695401
0.995100 27.125790 20.698097
0.995200 27.186482 20.700800
0.995300 27.247086 20.703508
0.995400 27.307604 20.706223
0.995500 27.368034 20.708945
0.995600 27.428378 20.711672
0.995700 27.488635 20.714406
0.995800 27.548805 20.717146
0.995900 27.608890 20.719893
0.996000 27.668888 20.722646
0.996100 27.728801 20.725405
0.996200 27.788627 20.728170
0.996300 27.848368 20.730941
0.996400 27.908024 20.733719
0.996500 27.967594 20.736503
0.996600 28.027079 20.739293
0.996700 28.086479 20.742089
0.996800 28.145794 20.744891
0.996900 28.205025 20.747700
0.997000 28.264171 20.750515
0.997100 28.323232 20.753336
0.997200 28.382209 20.756163
0.997300 28.441103 20.758997
0.997400 28.499912 20.761836
0.997500 28.558637 20.764682
0.997600 28.617279 20.767534
0.997700 28.675837 20.770391
0.997800 28.734313 20.773256
0.997900 28.792704 20.776126
0.998000 28.851013 20.779002
0.998100 28.909239 20.781884
0.998200 28.967383 20.784773
0.998300 29.025443 20.787667
0.998400 29.083422 20.790568
0.998500 29.141318 20.793475
0.998600 29.199132 20.796388
0.998700 29.256864 20.799306
0.998800 29.314514 20.802231
0.998900 29.372082 20.805162
0.999000 29.429569 20.808099
0.999100 29.486975 20.811042
0.999200 29.544299 20.813991
0.999300 29.601543 20.816946
0.999400 29.658705 20.819908
0.999500 29.715787 20.822875
0.999600 29.772788 20.825848
0.999700 29.829708 20.828827
0.999800 29.886549 20.831812
0.999900 29.943309 20.834803
1.000000 29.999989 20.837800
1.000100 30.056589 20.840803
1.000200 30.113109 20.843812
1.000300 30.169550 20.846827
1.000400 30.225911 20.849848
1.000500 30.282193 20.852874
1.000600 30.338396 20.855907
1.000700 30.394520 20.858946
1.000800 30.450565 20.861990
1.000900 30.506531 20.865041
1.001000 30.562418 20.868097
1.001100 30.618228 20.871159
1.001200 30.673959 20.874227
1.001300 30.729611 20.877301
1.001400 30.785186 20.880381
1.001500 30.840683 20.883467
1.001600 30.896102 20.886559
1.001700 30.951443 20.889656
1.001800 31.006708 20.892759
1.001900 31.061894 20.895869
1.002000 31.117004 20.898984
1.002100 31.172037 20.902105
1.002200 31.226992 20.905231
1.002300 31.281871 20.908364
1.002400 31.336674 20.911502
1.002500 31.391400 20.914646
1.002600 31.446049 20.917796
1.002700 31.500623 20.920952
1.002800 31.555120 20.924113
1.002900 31.609542 20.927280
1.003000 31.663887 20.930453
1.003100 31.718158 20.933632
1.003200 31.772352 20.936817
1.003300 31.826472 20.940007
1.003400 31.880516 20.943203
1.003500 31.934485 20.946405
1.003600 31.988379 20.949612
1.003700 32.042198 20.952825
1.003800 32.095943 20.956044
1.003900 32.149613 20.959269
1.004000 32.203209 20.962499
1.004100 32.256730 20.965735
1.004200 32.310178 20.968977
1.004300 32.363551 20.972225
1.004400 32.416851 20.975478
1.004500 32.470077 20.978736
1.004600 32.523229 20.982001
1.004700 32.576308 20.985271
1.004800 32.629314 20.988547
1.004900 32.682246 20.991828
1.005000 32.735106 20.995115
1.005100 32.787892 20.998408
1.005200 32.840606 21.001706
1.005300 32.893247 21.005010
1.005400 32.945816 21.008320
1.005500 32.998312 21.011635
1.005600 33.050737 21.014956
1.005700 33.103089 21.018282
1.005800 33.155369 21.021614
1.005900 33.207577 21.024952
1.006000 33.259713 21.028295
1.006100 33.311778 21.031644
1.006200 33.363772 21.034998
1.006300 33.415694 21.038358
1.006400 33.467545 21.041723
1.006500 33.519325 21.045094
1.006600 33.571035 21.048470
1.006700 33.622673 21.051852
1.006800 33.674241 21.055240
1.006900 33.725738 21.058633
1.007000 33.777165 21.062032
1.007100 33.828521 21.065436
1.007200 33.879808 21.068845
1.007300 33.931024 21.072261
1.007400 33.982171 21.075681
1.007500 34.033248 21.079107
1.007600 34.084255 21.082539
1.007700 34.135193 21.085976
1.007800 34.186061 21.089419
1.007900 34.236860 21.092867
1.008000 34.287590 21.096320
1.008100 34.338252 21.099779
1.008200 34.388844 21.103243
1.008300 34.439367 21.106713
1.008400 34.489822 21.110188
1.008500 34.540209 21.113669
1.008600 34.590527 21.117155
1.008700 34.640777 21.120647
1.008800 34.690959 21.124144
1.008900 34.741073 21.127646
1.009000 34.791119 21.131154
1.009100 34.841097 21.134667
1.009200 34.891008 21.138185
1.009300 34.940851 21.141709
1.009400 34.990627 21.145238
1.009500 35.040336 21.148773
1.009600 35.089978 21.152313
1.009700 35.139552 21.155858
1.009800 35.189060 21.159409
1.009900 35.238502 21.162965
1.010000 35.287876 21.166527
1.010100 35.337184 21.170093
1.010200 35.386426 21.173665
1.010300 35.435602 21.177243
1.010400 35.484711 21.180825
1.010500 35.533755 21.184414
1.010600 35.582732 21.188007
1.010700 35.631644 21.191606
1.010800 35.680490 21.195209
1.010900 35.729271 21.198819
1.011000 35.777987 21.202433
1.011100 35.826637 21.206053
1.011200 35.875222 21.209678
1.011300 35.923742 21.213308
1.011400 35.972197 21.216944
1.011500 36.020587 21.220585
1.011600 36.068913 21.224231
1.011700 36.117174 21.227882
1.011800 36.165371 21.231539
1.011900 36.213504 21.235201
1.012000 36.261572 21.238868
1.012100 36.309576 21.242540
1.012200 36.357517 21.246218
1.012300 36.405393 21.249900
1.012400 36.453206 21.253588
1.012500 36.500955 21.257281
1.012600 36.548641 21.260980
1.012700 36.596264 21.264683
1.012800 36.643823 21.268392
1.012900 36.691319 21.272106
1.013000 36.738752 21.275825
1.013100 36.786123 21.279549
1.013200 36.833430 21.283278
1.013300 36.880675 21.287013
1.013400 36.927858 21.290753
1.013500 36.974978 21.294497
1.013600 37.022035 21.298247
1.013700 37.069031 21.302003
1.013800 37.115964 21.305763
1.013900 37.162836 21.309528
1.014000 37.209646 21.313299
1.014100 37.256394 21.317074
1.014200 37.303080 21.320855
1.014300 37.349705 21.324641
1.014400 37.396269 21.328432
1.014500 37.442771 21.332228
1.014600 37.489212 21.336029
1.014700 37.535592 21.339835
1.014800 37.581912 21.343646
1.014900 37.628170 21.347463
1.015000 37.674368 21.351284
1.015100 37.720505 21.355111
1.015200 37.766582 21.358942
1.015300 37.812598 21.362779
1.015400 37.858554 21.366620
1.015500 37.904450 21.370467
1.015600 37.950286 21.374319
1.015700 37.996062 21.378176
1.015800 38.041779 21.382037
1.015900 38.087435 21.385904
1.016000 38.133032 21.389776
1.016100 38.178570 21.393653
1.016200 38.224048 21.397535
1.016300 38.269468 21.401421
1.016400 38.314828 21.405313
1.016500 38.360128 21.409210
1.016600 38.405371 21.413112
1.016700 38.450554 21.417019
1.016800 38.495678 21.420930
1.016900 38.540744 21.424847
1.017000 38.585752 21.428769
1.017100 38.630701 21.432695
1.017200 38.675592 21.436627
1.017300 38.720425 21.440564
1.017400 38.765200 21.444505
1.017500 38.809917 21.448452
1.017600 38.854576 21.452403
1.017700 38.899177 21.456359
1.017800 38.943721 21.460320
1.017900 38.988207 21.464287
1.018000 39.032636 21.468258
1.018100 39.077008 21.472234
1.018200 39.121323 21.476215
1.018300 39.165580 21.480200
1.018400 39.209781 21.484191
1.018500 39.253924 21.488187
1.018600 39.298011 21.492187
1.018700 39.342042 21.496192
1.018800 39.386016 21.500203
1.018900 39.429933 21.504218
1.019000 39.473794 21.508238
1.019100 39.517599 21.512262
1.019200 39.561348 21.516292
1.019300 39.605041 21.520327
1.019400 39.648678 21.524366
1.019500 39.692259 21.528410
1.019600 39.735784 21.532459
1.019700 39.779254 21.536513
1.019800 39.822668 21.540572
1.019900 39.866028 21.544635
1.020000 39.909331 21.548704
1.020100 39.952580 21.552777
1.020200 39.995774 21.556855
1.020300 40.038912 21.560938
1.020400 40.081996 21.565025
1.020500 40.125025 21.569118
1.020600 40.168000 21.573215
1.020700 40.210920 21.577317
1.020800 40.253785 21.581423
1.020900 40.296596 21.585535
1.021000 40.339353 21.589651
1.021100 40.382056 21.593772
1.021200 40.424705 21.597898
1.021300 40.467299 21.602028
1.021400 40.509841 21.606164
1.021500 40.552328 21.610304
1.021600 40.594762 21.614449
1.021700 40.637142 21.618598
1.021800 40.679468 21.622752
1.021900 40.721742 21.626911
1.022000 40.763962 21.631075
1.022100 40.806129 21.635244
1.022200 40.848243 21.639417
1.022300 40.890305 21.643595
1.022400 40.932313 21.647777
1.022500 40.974269 21.651964
1.022600 41.016172 21.656156
1.022700 41.058022 21.660353
1.022800 41.099820 21.664554
1.022900 41.141566 21.668760
1.023000 41.183260 21.672971
1.023100 41.224901 21.677187
1.023200 41.266491 21.681407
1.023300 41.308028 21.685631
1.023400 41.349514 21.689861
1.023500 41.390948 21.694095
1.023600 41.432330 21.698333
1.023700 41.473661 21.702577
1.023800 41.514941 21.706825
1.023900 41.556169 21.711077
1.024000 41.597346 21.715335
1.024100 41.638471 21.719596
1.024200 41.679546 21.723863
1.024300 41.720570 21.728134
1.024400 41.761543 21.732410
1.024500 41.802465 21.736690
1.024600 41.843336 21.740975
1.024700 41.884157 21.745265
1.024800 41.924928 21.749559
1.024900 41.965648 21.753858
1.025000 42.006317 21.758161
1.025100 42.046937 21.762469
1.025200 42.087507 21.766781
1.025300 42.128026 21.771099
1.025400 42.168496 21.775420
1.025500 42.208916 21.779747
1.025600 42.249286 21.784077
1.025700 42.289606 21.788413
1.025800 42.329878 21.792753
1.025900 42.370099 21.797097
1.026000 42.410272 21.801446
1.026100 42.450395 21.805800
1.026200 42.490469 21.810158
1.026300 42.530494 21.814520
1.026400 42.570470 21.818888
1.026500 42.610397 21.823259
1.026600 42.650275 21.827636
1.026700 42.690105 21.832016
1.026800 42.729886 21.836401
1.026900 42.769618 21.840791
1.027000 42.809303 21.845186
1.027100 42.848939 21.849584
1.027200 42.888526 21.853988
1.027300 42.928066 21.858395
1.027400 42.967558 21.862808
1.027500 43.007001 21.867224
1.027600 43.046397 21.871645
1.027700 43.085745 21.876071
1.027800 43.125046 21.880501
1.027900 43.164299 21.884936
1.028000 43.203504 21.889375
1.028100 43.242662 21.893819
1.028200 43.281773 21.898267
1.028300 43.320836 21.902719
1.028400 43.359853 21.907176
1.028500 43.398822 21.911637
1.028600 43.437745 21.916103
1.028700 43.476620 21.920573
1.028800 43.515449 21.925048
1.028900 43.554231 21.929527
1.029000 43.592967 21.934011
1.029100 43.631656 21.938498
1.029200 43.670299 21.942991
1.029300 43.708895 21.947488
1.029400 43.747446 21.951989
1.029500 43.785950 21.956494
1.029600 43.824408 21.961004
1.029700 43.862820 21.965519
1.029800 43.901186 21.970037
1.029900 43.939507 21.974561
1.030000 43.977782 21.979088
1.030100 44.016011 21.983620
1.030200 44.054195 21.988156
1.030300 44.092333 21.992697
1.030400 44.130426 21.997242
1.030500 44.168474 22.001791
1.030600 44.206476 22.006345
1.030700 44.244434 22.010903
1.030800 44.282346 22.015466
1.030900 44.320214 22.020032
1.031000 44.358037 22.024603
1.031100 44.395815 22.029179
1.031200 44.433548 22.033759
1.031300 44.471237 22.038343
1.031400 44.508882 22.042931
1.031500 44.546482 22.047524
1.031600 44.584037 22.052121
1.031700 44.621549 22.056723
1.031800 44.659016 22.061329
1.031900 44.696440 22.065939
1.032000 44.733819 22.070553
1.032100 44.771155 22.075172
1.032200 44.808447 22.079795
1.032300 44.845695 22.084422
1.032400 44.882899 22.089054
1.032500 44.920060 22.093689
1.032600 44.957178 22.098330
1.032700 44.994252 22.102974
1.032800 45.031283 22.107623
1.032900 45.068270 22.112276
1.033000 45.105215 22.116933
1.033100 45.142117 22.121594
1.033200 45.178975 22.126260
1.033300 45.215791 22.130930
1.033400 45.252564 22.135604
1.033500 45.289294 22.140283
1.033600 45.325982 22.144966
1.033700 45.362627 22.149653
1.033800 45.399230 22.154344
1.033900 45.435790 22.159039
1.034000 45.472308 22.163739
1.034100 45.508784 22.168443
1.034200 45.545218 22.173151
1.034300 45.581610 22.177864
1.034400 45.617960 22.182580
1.034500 45.654268 22.187301
1.034600 45.690534 22.192026
1.034700 45.726758 22.196755
1.034800 45.762941 22.201489
1.034900 45.799082 22.206227
1.035000 45.835182 22.210968
1.035100 45.871241 22.215714
1.035200 45.907258 22.220465
1.035300 45.943234 22.225219
1.035400 45.979168 22.229978
1.035500 46.015062 22.234740
1.035600 46.050915 22.239507
1.035700 46.086727 22.244278
1.035800 46.122498 22.249054
1.035900 46.158228 22.253833
1.036000 46.193918 22.258617
1.036100 46.229567 22.263405
1.036200 46.265176 22.268197
1.036300 46.300744 22.272993
1.036400 46.336272 22.277793
1.036500 46.371759 22.282597
1.036600 46.407207 22.287406
1.036700 46.442614 22.292218
1.036800 46.477981 22.297035
1.036900 46.513308 22.301856
1.037000 46.548596 22.306681
1.037100 46.583844 22.311510
1.037200 46.619052 22.316343
1.037300 46.654220 22.321181
1.037400 46.689349 22.326022
1.037500 46.724438 22.330868
1.037600 46.759488 22.335718
1.037700 46.794499 22.340571
1.037800 46.829470 22.345429
1.037900 46.864402 22.350291
1.038000 46.899295 22.355158
1.038100 46.934149 22.360028
1.038200 46.968964 22.364902
1.038300 47.003741 22.369780
1.038400 47.038478 22.374663
1.038500 47.073177 22.379549
1.038600 47.107837 22.384440
1.038700 47.142459 22.389335
1.038800 47.177042 22.394233
1.038900 47.211587 22.399136
1.039000 47.246093 22.404043
1.039100 47.280562 22.408954
1.039200 47.314992 22.413869
1.039300 47.349384 22.418788
1.039400 47.383738 22.423711
1.039500 47.418054 22.428638
1.039600 47.452332 22.433569
1.039700 47.486572 22.438504
1.039800 47.520775 22.443443
1.039900 47.554940 22.448387
1.040000 47.589067 22.453334
1.040100 47.623157 22.458285
1.040200 47.657209 22.463240
1.040300 47.691225 22.468200
1.040400 47.725202 22.473163
1.040500 47.759143 22.478130
1.040600 47.793047 22.483102
1.040700 47.826913 22.488077
1.040800 47.860743 22.493056
1.040900 47.894535 22.498040
1.041000 47.928291 22.503027
1.041100 47.962010 22.508018
1.041200 47.995693 22.513014
1.041300 48.029338 22.518013
1.041400 48.062947 22.523016
1.041500 48.096520 22.528024
1.041600 48.130057 22.533035
1.041700 48.163557 22.538050
1.041800 48.197021 22.543069
1.041900 48.230448 22.548092
1.042000 48.263840 22.553119
1.042100 48.297195 22.558151
1.042200 48.330515 22.563186
1.042300 48.363798 22.568225
1.042400 48.397046 22.573267
1.042500 48.430259 22.578314
1.042600 48.463435 22.583365
1.042700 48.496576 22.588420
1.042800 48.529681 22.593479
1.042900 48.562751 22.598541
1.043000 48.595786 22.603608
1.043100 48.628785 22.608678
1.043200 48.661749 22.613753
1.043300 48.694678 22.618831
1.043400 48.727571 22.623913
1.043500 48.760430 22.629000
1.043600 48.793254 22.634090
1.043700 48.826043 22.639184
1.043800 48.858797 22.644282
1.043900 48.891516 22.649384
1.044000 48.924201 22.654489
1.044100 48.956851 22.659599
1.044200 48.989466 22.664712
1.044300 49.022047 22.669830
1.044400 49.054594 22.674951
1.044500 49.087106 22.680076
1.044600 49.119584 22.685205
1.044700 49.152028 22.690338
1.044800 49.184438 22.695475
1.044900 49.216813 22.700616
1.045000 49.249155 22.705761
1.045100 49.281463 22.710909
1.045200 49.313737 22.716061
1.045300 49.345977 22.721218
1.045400 49.378183 22.726378
1.045500 49.410356 22.731542
1.045600 49.442495 22.736709
1.045700 49.474601 22.741881
1.045800 49.506673 22.747057
1.045900 49.538712 22.752236
1.046000 49.570718 22.757419
1.046100 49.602691 22.762606
1.046200 49.634630 22.767797
1.046300 49.666536 22.772992
1.046400 49.698409 22.778190
1.046500 49.730249 22.783393
1.046600 49.762057 22.788599
1.046700 49.793831 22.793809
1.046800 49.825573 22.799023
1.046900 49.857282 22.804240
1.047000 49.888958 22.809462
1.047100 49.920602 22.814687
1.047200 49.952214 22.819916
1.047300 49.983793 22.825149
1.047400 50.015339 22.830386
1.047500 50.046853 22.835626
1.047600 50.078336 22.840870
1.047700 50.109785 22.846119
1.047800 50.141203 22.851370
1.047900 50.172589 22.856626
1.048000 50.203943 22.861886
1.048100 50.235265 22.867149
1.048200 50.266555 22.872416
1.048300 50.297813 22.877687
1.048400 50.329040 22.882961
1.048500 50.360235 22.888240
1.048600 50.391398 22.893522
1.048700 50.422530 22.898808
1.048800 50.453631 22.904098
1.048900 50.484700 22.909391
1.049000 50.515738 22.914688
1.049100 50.546744 22.919989
1.049200 50.577720 22.925294
1.049300 50.608664 22.930602
1.049400 50.639577 22.935915
1.049500 50.670460 22.941231
1.049600 50.701311 22.946550
1.049700 50.732131 22.951874
1.049800 50.762921 22.957201
1.049900 50.793680 22.962532
1.050000 50.824408 22.967867
1.050100 50.855106 22.973205
1.050200 50.885773 22.978547
1.050300 50.916410 22.983893
1.050400 50.947016 22.989243
1.050500 50.977592 22.994596
1.050600 51.008137 22.999953
1.050700 51.038653 23.005314
1.050800 51.069138 23.010679
1.050900 51.099593 23.016047
1.051000 51.130018 23.021419
1.051100 51.160413 23.026794
1.051200 51.190778 23.032174
1.051300 51.221114 23.037557
1.051400 51.251419 23.042943
1.051500 51.281695 23.048334
1.051600 51.311941 23.053728
1.051700 51.342158 23.059126
1.051800 51.372345 23.064527
1.051900 51.402503 23.069932
1.052000 51.432631 23.075341
1.052100 51.462729 23.080754
1.052200 51.492799 23.086170
1.052300 51.522839 23.091590
1.052400 51.552850 23.097014
1.052500 51.582832 23.102441
1.052600 51.612785 23.107872
1.052700 51.642709 23.113306
1.052800 51.672604 23.118745
1.052900 51.702470 23.124186
1.053000 51.732308 23.129632
1.053100 51.762117 23.135081
1.053200 51.791896 23.140534
1.053300 51.821648 23.145991
1.053400 51.851371 23.151451
1.053500 51.881065 23.156915
1.053600 51.910731 23.162382
1.053700 51.940368 23.167853
1.053800 51.969977 23.173328
1.053900 51.999558 23.178807
1.054000 52.029111 23.184289
1.054100 52.058635 23.189774
1.054200 52.088132 23.195264
1.054300 52.117600 23.200757
1.054400 52.147041 23.206253
1.054500 52.176453 23.211753
1.054600 52.205838 23.217257
1.054700 52.235195 23.222765
1.054800 52.264524 23.228276
1.054900 52.293826 23.233790
1.055000 52.323100 23.239309
1.055100 52.352346 23.244831
1.055200 52.381565 23.250356
1.055300 52.410756 23.255885
1.055400 52.439921 23.261418
1.055500 52.469057 23.266954
1.055600 52.498167 23.272494
1.055700 52.527249 23.278038
1.055800 52.556304 23.283585
1.055900 52.585333 23.289135
1.056000 52.614334 23.294690
1.056100 52.643308 23.300247
1.056200 52.672255 23.305809
1.056300 52.701175 23.311374
1.056400 52.730069 23.316943
1.056500 52.758936 23.322515
1.056600 52.787776 23.328091
1.056700 52.816590 23.333670
1.056800 52.845377 23.339253
1.056900 52.874137 23.344839
1.057000 52.902871 23.350429
1.057100 52.931579 23.356023
1.057200 52.960260 23.361620
1.057300 52.988915 23.367221
1.057400 53.017544 23.372825
1.057500 53.046147 23.378433
1.057600 53.074723 23.384044
1.057700 53.103274 23.389659
1.057800 53.131798 23.395278
1.057900 53.160297 23.400900
1.058000 53.188769 23.406526
1.058100 53.217216 23.412155
1.058200 53.245637 23.417787
1.058300 53.274033 23.423424
1.058400 53.302402 23.429063
1.058500 53.330746 23.434707
1.058600 53.359065 23.440353
1.058700 53.387358 23.446004
1.058800 53.415626 23.451658
1.058900 53.443868 23.457315
1.059000 53.472085 23.462976
1.059100 53.500277 23.468641
1.059200 53.528443 23.474309
1.059300 53.556584 23.479980
1.059400 53.584700 23.485655
1.059500 53.612792 23.491334
1.059600 53.640858 23.497016
1.059700 53.668899 23.502701
1.059800 53.696915 23.508390
1.059900 53.724907 23.514083
1.060000 53.752874 23.519779
1.060100 53.780816 23.525478
1.060200 53.808733 23.531181
1.060300 53.836626 23.536888
1.060400 53.864494 23.542598
1.060500 53.892337 23.548311
1.060600 53.920157 23.554029
1.060700 53.947951 23.559749
1.060800 53.975722 23.565473
1.060900 54.003468 23.571201
1.061000 54.031190 23.576931
1.061100 54.058888 23.582666
1.061200 54.086561 23.588404
1.061300 54.114211 23.594145
1.061400 54.141836 23.599890
1.061500 54.169438 23.605639
1.061600 54.197016 23.611390
1.061700 54.224569 23.617146
1.061800 54.252099 23.622904
1.061900 54.279606 23.628667
1.062000 54.307088 23.634432
1.062100 54.334547 23.640201
1.062200 54.361982 23.645974
1.062300 54.389394 23.651750
1.062400 54.416782 23.657530
1.062500 54.444147 23.663313
1.062600 54.471489 23.669099
1.062700 54.498807 23.674889
1.062800 54.526102 23.680682
1.062900 54.553373 23.686479
1.063000 54.580621 23.692279
1.063100 54.607847 23.698083
1.063200 54.635049 23.703890
1.063300 54.662228 23.709700
1.063400 54.689384 23.715514
1.063500 54.716518 23.721332
1.063600 54.743628 23.727152
1.063700 54.770716 23.732977
1.063800 54.797780 23.738804
1.063900 54.824823 23.744636
1.064000 54.851842 23.750470
1.064100 54.878839 23.756308
1.064200 54.905813 23.762149
1.064300 54.932765 23.767994
1.064400 54.959694 23.773842
1.064500 54.986601 23.779694
1.064600 55.013486 23.785549
1.064700 55.040348 23.791407
1.064800 55.067188 23.797269
1.064900 55.094006 23.803135
1.065000 55.120801 23.809003
1.065100 55.147575 23.814875
1.065200 55.174327 23.820751
1.065300 55.201056 23.826630
1.065400 55.227764 23.832512
1.065500 55.254449 23.838398
1.065600 55.281113 23.844287
1.065700 55.307755 23.850179
1.065800 55.334375 23.856075
1.065900 55.360974 23.861974
1.066000 55.387551 23.867877
1.066100 55.414106 23.873783
1.066200 55.440640 23.879692
1.066300 55.467152 23.885605
1.066400 55.493643 23.891521
1.066500 55.520112 23.897441
1.066600 55.546560 23.903364
1.066700 55.572987 23.909290
1.066800 55.599392 23.915219
1.066900 55.625776 23.921152
1.067000 55.652139 23.927089
1.067100 55.678481 23.933029
1.067200 55.704802 23.938972
1.067300 55.731102 23.944918
1.067400 55.757381 23.950868
1.067500 55.783639 23.956821
1.067600 55.809876 23.962778
1.067700 55.836093 23.968738
1.067800 55.862288 23.974701
1.067900 55.888463 23.980668
1.068000 55.914617 23.986638
1.068100 55.940751 23.992611
1.068200 55.966864 23.998588
1.068300 55.992956 24.004568
1.068400 56.019028 24.010551
1.068500 56.045080 24.016538
1.068600 56.071111 24.022528
1.068700 56.097122 24.028522
1.068800 56.123112 24.034518
1.068900 56.149083 24.040519
1.069000 56.175033 24.046522
1.069100 56.200963 24.052529
1.069200 56.226873 24.058539
1.069300 56.252762 24.064552
1.069400 56.278632 24.070569
1.069500 56.304482 24.076589
1.069600 56.330312 24.082613
1.069700 56.356122 24.088639
1.069800 56.381912 24.094669
1.069900 56.407683 24.100703
1.070000 56.433434 24.106740
1.070100 56.459165 24.112780
1.070200 56.484876 24.118823
1.070300 56.510568 24.124870
1.070400 56.536241 24.130920
1.070500 56.561893 24.136973
1.070600 56.587527 24.143029
1.070700 56.613141 24.149089
1.070800 56.638736 24.155153
1.070900 56.664311 24.161219
1.071000 56.689867 24.167289
1.071100 56.715404 24.173362
1.071200 56.740922 24.179439
1.071300 56.766420 24.185518
1.071400 56.791900 24.191601
1.071500 56.817361 24.197688
1.071600 56.842802 24.203777
1.071700 56.868225 24.209870
1.071800 56.893629 24.215966
1.071900 56.919013 24.222066
1.072000 56.944380 24.228169
1.072100 56.969727 24.234275
1.072200 56.995056 24.240384
1.072300 57.020366 24.246497
1.072400 57.045657 24.252613
1.072500 57.070930 24.258732
1.072600 57.096184 24.264854
1.072700 57.121420 24.270980
1.072800 57.146637 24.277109
1.072900 57.171836 24.283242
1.073000 57.197017 24.289377
1.073100 57.222179 24.295516
1.073200 57.247323 24.301658
1.073300 57.272449 24.307804
1.073400 57.297557 24.313952
1.073500 57.322646 24.320104
1.073600 57.347718 24.326260
1.073700 57.372771 24.332418
1.073800 57.397807 24.338580
1.073900 57.422824 24.344745
1.074000 57.447824 24.350913
1.074100 57.472806 24.357085
1.074200 57.497770 24.363259
1.074300 57.522716 24.369437
1.074400 57.547644 24.375619
1.074500 57.572555 24.381803
1.074600 57.597448 24.387991
1.074700 57.622324 24.394182
1.074800 57.647182 24.400376
1.074900 57.672022 24.406574
1.075000 57.696845 24.412775
1.075100 57.721651 24.418979
1.075200 57.746439 24.425186
1.075300 57.771210 24.431397
1.075400 57.795964 24.437610
1.075500 57.820700 24.443827
1.075600 57.845419 24.450047
1.075700 57.870122 24.456271
1.075800 57.894806 24.462498
1.075900 57.919474 24.468728
1.076000 57.944125 24.474961
1.076100 57.968759 24.481197
1.076200 57.993376 24.487437
1.076300 58.017976 24.493680
1.076400 58.042559 24.499926
1.076500 58.067125 24.506175
1.076600 58.091675 24.512428
1.076700 58.116208 24.518683
1.076800 58.140724 24.524942
1.076900 58.165223 24.531205
1.077000 58.189706 24.537470
1.077100 58.214172 24.543739
1.077200 58.238622 24.550010
1.077300 58.263056 24.556286
1.077400 58.287472 24.562564
1.077500 58.311873 24.568845
1.077600 58.336257 24.575130
1.077700 58.360625 24.581418
1.077800 58.384977 24.587709
1.077900 58.409312 24.594003
1.078000 58.433631 24.600301
1.078100 58.457934 24.606602
1.078200 58.482221 24.612906
1.078300 58.506492 24.619213
1.078400 58.530747 24.625523
1.078500 58.554986 24.631837
1.078600 58.579209 24.638154
1.078700 58.603416 24.644473
1.078800 58.627607 24.650797
1.078900 58.651782 24.657123
1.079000 58.675942 24.663452
1.079100 58.700086 24.669785
1.079200 58.724214 24.676121
1.079300 58.748327 24.682460
1.079400 58.772424 24.688803
1.079500 58.796505 24.695148
1.079600 58.820571 24.701497
1.079700 58.844621 24.707849
1.079800 58.868656 24.714204
1.079900 58.892676 24.720562
1.080000 58.916680 24.726923
1.080100 58.940669 24.733288
